ID,infoteinimento,infoteinimento_n
183,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",231
184,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
185,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",235
186,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",243
187,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
188,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
189,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
190,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
191,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
192,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
193,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
194,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",300
195,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",300
196,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",255
197,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",276
198,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
199,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",243
200,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
201,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
202,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor ,Volante multifuncional",157
203,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",138
204,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
205,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Rádio ,Termômetro da água do motor",162
206,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,DVD player ,HD interno ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",225
207,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
208,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
209,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",226
210,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
211,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
212,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
213,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
214,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
215,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
216,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
217,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
218,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",255
219,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,HD interno ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",254
220,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
221,"CD player ,Computador de bordo ,Conta-giros ,Indicador de temperatura externa ,Rádio ,Termômetro da água do motor",114
222,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
223,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
224,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
225,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
226,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
227,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
228,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
229,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",226
230,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",231
231,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",202
232,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
233,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
234,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",226
235,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",226
236,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",255
237,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",243
238,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Roteador Wi-Fi ,Termômetro da água do motor ,Volante multifuncional",230
239,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
240,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
241,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
242,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
243,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
244,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
245,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",189
246,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",231
247,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
249,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
250,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
251,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
252,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
253,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
254,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
255,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
256,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
257,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
258,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
260,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",231
261,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",231
262,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",231
263,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
264,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
265,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
267,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
272,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",243
275,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
280,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conta-giros ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",201
290,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
389,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",255
390,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Head-up display ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,TV digital ,Volante multifuncional",255
391,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
392,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
393,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
394,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Indicador de temperatura externa ,Leitor de cartão de memória ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",226
395,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Indicador de temperatura externa ,Navegador GPS ,Rádio ,Termômetro da água do motor ,Volante multifuncional",185
399,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Roteador Wi-Fi ,Serviço de concierge ,Sistema de som Harman Kardon ,Subwoofer ,Visão remota através de aplicativo ,Volante multifuncional",508
400,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",531
401,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro do líquido de arrefecimento ,Volante multifuncional",470
402,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",590
403,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",590
404,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",590
405,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Bowers & Wilkins ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",593
406,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão HDMi ,Conexão USB ,Conta-giros ,DVD player ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Roteador Wi-Fi ,Serviço de concierge ,Sistema de som Bowers & Wilkins ,Tela para entretenimento traseiro ,Termômetro do líquido de arrefecimento ,TV digital ,Visão remota através de aplicativo ,Volante multifuncional",635
407,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",384
408,"CD player ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Destravamento do veículo através de aplicativo ,Espelhamento da tela do celular ,HD interno ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo através de aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Termômetro da água do motor ,Volante multifuncional",384
409,"Carregador de celular por indução ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",505
410,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Visão remota através de aplicativo ,Volante multifuncional",454
411,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Visão remota através de aplicativo ,Volante multifuncional",454
412,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,HD interno ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Serviço de concierge ,Sistema de som Harman Kardon ,Tela para entretenimento traseiro ,Visão remota através de aplicativo ,Volante multifuncional",489
413,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",542
414,"Carregador de celular por indução ,CD player ,Comandos ao veículo via aplicativo ,Computador de bordo ,Conexão Bluetooth ,Conexão USB ,Conta-giros ,Espelhamento da tela do celular ,Filmagem do percurso ,Head-up display ,Indicador de temperatura externa ,Informação de trânsito em tempo real ,Informações do veículo via aplicativo ,Navegador GPS ,Rádio ,Reconhecimento de placas de trânsito ,Serviço de concierge ,Sistema de som Harman Kardon ,Termômetro do líquido de arrefecimento ,Visão remota através de aplicativo ,Volante multifuncional",542
